frame,hops_from_anchor,anchor_frame,err_m,est_lat,est_lon,gt_lat,gt_lon
2010,203,4040,448.86012006597616,43.523653880981136,-5.618178857468065,43.5217289959885,-5.6230651536215
2020,202,4040,443.3554137540317,43.5235990283093,-5.618225140051177,43.5217210227379,-5.623068809064
2030,201,4040,438.15034128830115,43.52354617235865,-5.618268783669971,43.521713144375,-5.62307235987618
2040,200,4040,433.1227403795194,43.523494125756656,-5.618313406231647,43.5217030662014,-5.62307694347509
2050,199,4040,428.0852664572153,43.523443460414185,-5.618356743916403,43.521695264186,-5.62308050789779
2060,198,4040,423.0553417920852,43.52339315046285,-5.618400208444994,43.5216878330497,-5.62308406239616
2070,197,4040,418.23915536893503,43.52334315370794,-5.618444453202708,43.5216776127683,-5.6230889767098
2080,196,4040,413.255955868139,43.52329380073925,-5.618489129426034,43.5216695576695,-5.62309282647913
2090,195,4040,408.46029780231964,43.52324590233606,-5.618531516334313,43.5216621717321,-5.62309620356924
2100,194,4040,403.90591005957134,43.52319860726716,-5.618574527608416,43.5216520300264,-5.6231010818719
2110,193,4040,399.1609748362437,43.52315204410542,-5.618618240499762,43.5216441930923,-5.62310486604648
2120,192,4040,394.51153112257043,43.52310609096415,-5.6186607496016805,43.5216368617775,-5.62310845806812
2130,191,4040,390.38015073446394,43.52306155289346,-5.618700212061579,43.5216267808283,-5.62311322881049
2140,190,4040,386.35401329493914,43.523018407774785,-5.6187369699848935,43.52161891117,-5.62311702536681
2150,189,4040,382.15884404044033,43.522975260112275,-5.618775445416271,43.5216116924572,-5.62312042570811
2160,188,4040,378.1478696993738,43.52293195242374,-5.618814817042336,43.5216014670706,-5.62312530401075
2170,187,4040,373.84335772310635,43.522888185745444,-5.6188555870310095,43.5215936378468,-5.62312909792058
2180,186,4040,369.91192887828953,43.52284894136122,-5.6188929875645695,43.521586829181,-5.62313230629799
2190,185,4040,367.0440115626829,43.52281856711111,-5.6189219366795555,43.5215795331955,-5.62313586722359
2200,184,4040,364.8402530628,43.5227937766214,-5.6189426573984065,43.5215744624459,-5.62313811398569
2210,183,4040,362.64771537568754,43.52277042922435,-5.6189632809342145,43.5215697988297,-5.62313976670885
2220,182,4040,360.396066128174,43.52274805830877,-5.618986385604922,43.5215648244748,-5.62314234862801
2230,181,4040,358.58100795982756,43.522731058075735,-5.619004569228643,43.5215618517597,-5.62314395267495
2240,180,4040,357.62611817639925,43.522722649775254,-5.619014058149609,43.5215603727012,-5.62314446420063
2250,179,4040,357.97293668858964,43.522721816521624,-5.61900881136656,43.521559837167,-5.62314398499979
2260,178,4040,359.4798550166828,43.52272534987865,-5.618990168800596,43.5215597659932,-5.62314343727413
2270,177,4040,357.50976218970175,43.52271786362326,-5.619012447206808,43.5215596155241,-5.6231434595801
2280,176,4040,355.8711561400457,43.52271012993186,-5.61903231873422,43.5215585733431,-5.62314513366406
2290,175,4040,353.9049541048006,43.522697955676065,-5.619055178456162,43.521556401222,-5.62314720415206
2300,174,4040,350.7067467287902,43.522676734958516,-5.619091188988359,43.5215530197968,-5.62315021101934
2310,173,4040,345.42173182985715,43.522641735445205,-5.6191534861974395,43.5215455697432,-5.62315689771432
2320,172,4040,337.89892737807827,43.52259457671354,-5.61923974011279,43.521537864877,-5.62316400784552
2330,171,4040,330.1832510878219,43.522547000789096,-5.619328402723304,43.5215303259677,-5.62317113669074
2340,170,4040,323.3159327508936,43.52250324484423,-5.619410581556627,43.5215211428998,-5.62318009585685
2350,169,4040,317.1038011557154,43.522463486887794,-5.6194826101777595,43.5215141367497,-5.62318651922787
2360,168,4040,311.01811883572964,43.52242480299444,-5.619552956673725,43.5215074253696,-5.62319242974997
2370,167,4040,305.031268699833,43.52238660150107,-5.619626099914683,43.5214985716812,-5.62320107767159
2380,166,4040,298.9634967385184,43.52234940309667,-5.619698098484343,43.5214916907107,-5.62320788950721
2390,165,4040,293.1238211885943,43.522313109788676,-5.619766649688226,43.5214851680074,-5.62321388046297
2400,164,4040,287.7582994158911,43.522277529389164,-5.619832971116023,43.5214761849594,-5.62322228632698
2410,163,4040,282.1937685053091,43.522242465846126,-5.61989937623899,43.5214693674525,-5.62322883134128
2420,162,4040,276.7055548479829,43.52220811902561,-5.619964827699803,43.5214627991739,-5.62323510471391
2430,161,4040,271.70623061416785,43.522174603518025,-5.620027353389685,43.5214541349169,-5.623243437138
2440,160,4040,266.4565097771296,43.5221417336709,-5.620090818450855,43.5214473667896,-5.62324990332518
2450,159,4040,261.23791528418053,43.52210903020943,-5.62015370937204,43.521440766745,-5.62325609692551
2460,158,4040,256.44374276464123,43.52207693029416,-5.620214596466636,43.5214319388601,-5.62326451743939
2470,157,4040,251.36217448073162,43.522044722766836,-5.620276715583208,43.5214249221898,-5.62327113816175
2480,156,4040,246.31347672664643,43.52201305218556,-5.6203379753198695,43.5214185070875,-5.62327723705612
2490,155,4040,241.5549177097566,43.52198200481789,-5.62039912631301,43.5214097541459,-5.62328571976214
2500,154,4040,236.916071824083,43.521952636361206,-5.6204562139164675,43.5214033490155,-5.62329183500799
2510,153,4040,233.2863133622085,43.5219295215935,-5.6205009268393535,43.5213985906147,-5.62329672947278
2520,152,4040,230.48474112669933,43.52191006814952,-5.620537468559954,43.5213925663006,-5.6233022244988
2530,151,4040,227.97227394588654,43.521892288764306,-5.6205687022233315,43.5213883537836,-5.62330611784072
2540,150,4040,225.633154549889,43.52187529485429,-5.620597233021569,43.521384556726,-5.6233093469169
2550,149,4040,223.84913222902117,43.52186123218901,-5.620619936925487,43.5213805117092,-5.62331270444234
2560,148,4040,222.743068746425,43.521854088758026,-5.620633728081475,43.5213787778367,-5.62331421690242
2570,147,4040,222.2528201858322,43.52185149730877,-5.62063989895111,43.5213784744314,-5.623314906309
2580,146,4040,222.4982174332451,43.52185333462093,-5.620637098460995,43.5213786812707,-5.62331468627362
2590,145,4040,221.00664257031517,43.52184723991618,-5.620653985820148,43.5213786918251,-5.6233146059342
2600,144,4040,219.2180398665502,43.52184123254498,-5.62067563591987,43.521377976797,-5.62331522520902
2610,143,4040,218.10989929484637,43.52183525610569,-5.620691260794449,43.5213766200738,-5.62331826525171
2620,142,4040,215.12878043799802,43.52182565002223,-5.620731255703504,43.5213752482042,-5.6233230052759
2630,141,4040,209.24979804003948,43.52180910874082,-5.62080890846787,43.5213733465571,-5.62333059933285
2640,140,4040,201.3892799061911,43.52178515705693,-5.620916802350181,43.5213691494603,-5.62334487252488
2650,139,4040,192.73193530809013,43.52176032977368,-5.6210323939594975,43.5213658263244,-5.62335725963104
2660,138,4040,184.6987188857872,43.52173781707845,-5.621139605756944,43.5213629088489,-5.62336858153223
2670,137,4040,178.16768193276988,43.521717753596796,-5.621231813773267,43.5213587314212,-5.62338280926044
2680,136,4040,171.92180372864465,43.521699312094185,-5.621317053006306,43.5213558052414,-5.62339356821786
2690,135,4040,165.65654481538692,43.52168098328776,-5.621402131017551,43.5213527752307,-5.62340384343759
2700,134,4040,159.94165871556012,43.521663338227945,-5.621484620453045,43.5213488761249,-5.62341802929556
2710,133,4040,154.11966929653497,43.521646126298485,-5.621565075625338,43.5213457598281,-5.62342892237169
2720,132,4040,148.56725729970955,43.521629520564225,-5.621641898865885,43.5213428841587,-5.62343948407225
2730,131,4040,143.53416012507444,43.52161353281159,-5.62171564877323,43.5213390905289,-5.62345308553285
2740,130,4040,138.48660922023743,43.52159823737179,-5.621786741062687,43.5213360123376,-5.6234638455291
2750,129,4040,133.60339016843315,43.52158353997164,-5.6218552693589725,43.5213332108922,-5.62347402027818
2760,128,4040,129.25782768877812,43.521569360055594,-5.621921125173854,43.5213293108954,-5.62348785046893
2770,127,4040,124.84390355391172,43.521555689657944,-5.6219846476831234,43.5213264243289,-5.62349862124097
2780,126,4040,120.44852182851554,43.52154238188572,-5.622047226413395,43.5213236814805,-5.62350861111318
2790,125,4040,116.42067309395468,43.52152921314704,-5.622109505000071,43.5213198625612,-5.62352259687968
